customerinstallationid,hostname,machinetypecode
2703,mcafeeint-eae01.m1phx1.jivehosted.com,eaeservice
2703,mcafeeint-cs01.m1phx1.jivehosted.com,cache
2703,mcafeeint-eaedb.m1phx1.jivehosted.com,dbeae
2703,mcafeeint-wa01.m1phx1.jivehosted.com,webapp
2703,mcafeeint-db.m1phx1.jivehosted.com,dbvirtual
2704,mcafeeint-uat-eaedb.m1phx1.jivehosted.com,dbeae
2704,mcafeeint-uat-wa01.m1phx1.jivehosted.com,webapp
2704,mcafeeint-uat-eae01.m1phx1.jivehosted.com,eaeservice
2704,mcafeeint-uat-cs01.m1phx1.jivehosted.com,cache
2704,mcafeeint-uat-wa02.m1phx1.jivehosted.com,webapp
2704,mcafeeint-uat-db.m1phx1.jivehosted.com,dbvirtual
2706,inteleducation-wa02.m1phx1.jivehosted.com,webapp
2706,inteleducation-cs01.m1phx1.jivehosted.com,cache
2706,inteleducation-eaedb.m1phx1.jivehosted.com,dbeae
2706,inteleducation-wa01.m1phx1.jivehosted.com,webapp
2706,inteleducation-db.m1phx1.jivehosted.com,dbvirtual
2706,inteleducation-eae01.m1phx1.jivehosted.com,eaeservice
2707,inteleducation-uat-eae01.m1phx1.jivehosted.com,eaeservice
2707,inteleducation-uat-cs01.m1phx1.jivehosted.com,cache
2707,inteleducation-uat-db.m1phx1.jivehosted.com,dbvirtual
2707,inteleducation-uat-wa01.m1phx1.jivehosted.com,webapp
2707,inteleducation-uat-wa02.m1phx1.jivehosted.com,webapp
2707,inteleducation-uat-eaedb.m1phx1.jivehosted.com,dbeae
2714,intelembedded-wa02.m1phx1.jivehosted.com,webapp
2714,intelembedded-db.m1phx1.jivehosted.com,dbvirtual
2714,intelembedded-eaedb.m1phx1.jivehosted.com,dbeae
2714,intelembedded-cs01.m1phx1.jivehosted.com,cache
2714,intelembedded-eae01.m1phx1.jivehosted.com,eaeservice
2714,intelembedded-wa01.m1phx1.jivehosted.com,webapp
2715,intelembedded-uat-wa01.m1phx1.jivehosted.com,webapp
2715,intelembedded-uat-eaedb.m1phx1.jivehosted.com,dbeae
2715,intelembedded-uat-wa02.m1phx1.jivehosted.com,webapp
2715,intelembedded-uat-db.m1phx1.jivehosted.com,dbvirtual
2715,intelembedded-uat-eae01.m1phx1.jivehosted.com,eaeservice
2715,intelembedded-uat-cs01.m1phx1.jivehosted.com,cache
2728,strongtie-jc-t01.m1phx1.jivehosted.com,thunder
2729,verisigninc-wa01.m1phx1.jivehosted.com,webapp
2729,verisigninc-db.m1phx1.jivehosted.com,dbvirtual
2729,verisigninc-cs01.m1phx1.jivehosted.com,cache
2729,verisigninc-wa02.m1phx1.jivehosted.com,webapp
2731,fidelity-virt-cs01.m1phx1.jivehosted.com,cache
2731,fidelity-virt-wa01.m1phx1.jivehosted.com,webapp
2731,fidelity-virt-wa02.m1phx1.jivehosted.com,webapp
2731,fidelity-virt-db.m1phx1.jivehosted.com,dbvirtual
2732,ccc-alliance-db.m1phx1.jivehosted.com,dbvirtual
2732,ccc-alliance-wa01.m1phx1.jivehosted.com,webapp
2732,ccc-alliance-wa02.m1phx1.jivehosted.com,webapp
2732,ccc-alliance-cs01.m1phx1.jivehosted.com,cache
2739,solutionset-jc-t01.m1phx1.jivehosted.com,thunder
2746,allstateinternal-uat-wa02.m1phx1.jivehosted.com,webapp
2746,allstateinternal-uat-wa01.m1phx1.jivehosted.com,webapp
2746,allstateinternal-uat-db.m1phx1.jivehosted.com,dbvirtual
2746,allstateinternal-uat-eae01.m1phx1.jivehosted.com,eaeservice
2746,allstateinternal-uat-cs01.m1phx1.jivehosted.com,cache
2746,allstateinternal-uat-eaedb.m1phx1.jivehosted.com,dbeae
2751,allstateinternal-cs01.m1phx1.jivehosted.com,cache
2751,allstateinternal-eaedb.m1phx1.jivehosted.com,dbeae
2751,allstateinternal-eae01.m1phx1.jivehosted.com,eaeservice
2751,allstateinternal-wa01.m1phx1.jivehosted.com,webapp
2751,allstateinternal-wa02.m1phx1.jivehosted.com,webapp
2751,allstateinternal-db.m1phx1.jivehosted.com,dbvirtual
2756,shawcomm-wa01.m1phx1.jivehosted.com,webapp
2756,shawcomm-cs01.m1phx1.jivehosted.com,cache
2756,shawcomm-eae01.m1phx1.jivehosted.com,eaeservice
2756,shawcomm-eaedb.m1phx1.jivehosted.com,dbeae
2756,shawcomm-wa02.m1phx1.jivehosted.com,webapp
2756,shawcomm-db.m1phx1.jivehosted.com,dbvirtual
2757,shawcomm-uat-wa01.m1phx1.jivehosted.com,webapp
2757,shawcomm-uat-wa02.m1phx1.jivehosted.com,webapp
2757,shawcomm-uat-db.m1phx1.jivehosted.com,dbvirtual
2757,shawcomm-uat-eaedb.m1phx1.jivehosted.com,dbeae
2757,shawcomm-uat-cs01.m1phx1.jivehosted.com,cache
2757,shawcomm-uat-eae01.m1phx1.jivehosted.com,eaeservice
2760,kindredhealthcare-jc-t01.m1phx1.jivehosted.com,thunder
2769,state-of-oregon-wa01.m1phx1.jivehosted.com,webapp
2769,state-of-oregon-db.m1phx1.jivehosted.com,dbvirtual
2769,state-of-oregon-wa02.m1phx1.jivehosted.com,webapp
2769,state-of-oregon-cs01.m1phx1.jivehosted.com,cache
2778,mit-nextlab-jc-t01.m1phx1.jivehosted.com,thunder
2779,sharedspaces-jc-t01.m1phx1.jivehosted.com,thunder
2784,ss8-jc-t01.m1phx1.jivehosted.com,thunder
2786,legrand-jc-t01.m1phx1.jivehosted.com,thunder
2787,northwestern-jc-t01.m1phx1.jivehosted.com,thunder
2792,neustar-jc-t01.m1phx1.jivehosted.com,thunder
2793,jivesoftware-salesdemoph11-jc-t01.m1phx1.jivehosted.com,thunder
2794,onbrandpartners-cs01.m1phx1.jivehosted.com,cache
2794,onbrandpartners-db.m1phx1.jivehosted.com,dbvirtual
2794,onbrandpartners-wa02.m1phx1.jivehosted.com,webapp
2794,onbrandpartners-wa01.m1phx1.jivehosted.com,webapp
2802,mbdenergy-jc-t01.m1phx1.jivehosted.com,thunder
2804,jivesoftware-salesdemoph12-jc-t01.m1phx1.jivehosted.com,thunder
2805,jivesoftware-salesdemoph13-jc-t01.m1phx1.jivehosted.com,thunder
2807,jivesoftware-salesdemoph14-jc-t01.m1phx1.jivehosted.com,thunder
2808,jivesoftware-salesdemoph15-jc-t01.m1phx1.jivehosted.com,thunder
2809,jivesoftware-salesdemoph16-jc-t01.m1phx1.jivehosted.com,thunder
2810,jivesoftware-salesdemoph17-jc-t01.m1phx1.jivehosted.com,thunder
2811,jivesoftware-salesdemoph18-jc-t01.m1phx1.jivehosted.com,thunder
2812,jivesoftware-salesdemoph19-jc-t01.m1phx1.jivehosted.com,thunder
2813,jivesoftware-salesdemoph20-jc-t01.m1phx1.jivehosted.com,thunder
2814,jivesoftware-salesdemoph21-jc-t01.m1phx1.jivehosted.com,thunder
2815,jivesoftware-salesdemoph22-jc-t01.m1phx1.jivehosted.com,thunder
2816,jivesoftware-salesdemoph23-jc-t01.m1phx1.jivehosted.com,thunder
2817,jivesoftware-salesdemoph24-jc-t01.m1phx1.jivehosted.com,thunder
2818,jivesoftware-salesdemoph25-jc-t01.m1phx1.jivehosted.com,thunder
2819,jivesoftware-salesdemoph26-jc-t01.m1phx1.jivehosted.com,thunder
2820,jivesoftware-salesdemoph27-jc-t01.m1phx1.jivehosted.com,thunder
2821,jivesoftware-salesdemoph28-jc-t01.m1phx1.jivehosted.com,thunder
2822,jivesoftware-salesdemoph29-jc-t01.m1phx1.jivehosted.com,thunder
2823,jivesoftware-salesdemoph30-jc-t01.m1phx1.jivehosted.com,thunder
2824,jivesoftware-salesdemoph31-jc-t01.m1phx1.jivehosted.com,thunder
2828,mcafeesmp-wa02.m1phx1.jivehosted.com,webapp
2828,mcafeesmp-db.m1phx1.jivehosted.com,dbvirtual
2828,mcafeesmp-cs01.m1phx1.jivehosted.com,cache
2828,mcafeesmp-wa01.m1phx1.jivehosted.com,webapp
2837,worldbank-cs01.m1phx1.jivehosted.com,cache
2837,worldbank-wa01.m1phx1.jivehosted.com,webapp
2837,worldbank-eae01.m1phx1.jivehosted.com,eaeservice
2837,worldbank-wa02.m1phx1.jivehosted.com,webapp
2837,worldbank-db.m1phx1.jivehosted.com,dbvirtual
2837,worldbank-eaedb.m1phx1.jivehosted.com,dbeae
2837,worldbank-wa03.m1phx1.jivehosted.com,webapp
2838,worldbank-uat-eaedb.m1phx1.jivehosted.com,dbeae
2838,worldbank-uat-cs01.m1phx1.jivehosted.com,cache
2838,worldbank-uat-eae01.m1phx1.jivehosted.com,eaeservice
2838,worldbank-uat-db.m1phx1.jivehosted.com,dbvirtual
2838,worldbank-uat-wa02.m1phx1.jivehosted.com,webapp
2838,worldbank-uat-wa01.m1phx1.jivehosted.com,webapp
2846,penn-foster-eae01.m1phx1.jivehosted.com,eaeservice
2846,penn-foster-wa02.m1phx1.jivehosted.com,webapp
2846,penn-foster-cs01.m1phx1.jivehosted.com,cache
2846,penn-foster-eaedb.m1phx1.jivehosted.com,dbeae
2846,penn-foster-wa01.m1phx1.jivehosted.com,webapp
2846,penn-foster-db.m1phx1.jivehosted.com,dbvirtual
2847,penn-foster-uat-cs01.m1phx1.jivehosted.com,cache
2847,penn-foster-uat-db.m1phx1.jivehosted.com,dbvirtual
2847,penn-foster-uat-eaedb.m1phx1.jivehosted.com,dbeae
2847,penn-foster-uat-eae01.m1phx1.jivehosted.com,eaeservice
2847,penn-foster-uat-wa01.m1phx1.jivehosted.com,webapp
2847,penn-foster-uat-wa02.m1phx1.jivehosted.com,webapp
2848,completegenomics-wa02.m1phx1.jivehosted.com,webapp
2848,completegenomics-eae01.m1phx1.jivehosted.com,eaeservice
2848,completegenomics-cs01.m1phx1.jivehosted.com,cache
2848,completegenomics-wa01.m1phx1.jivehosted.com,webapp
2848,completegenomics-db.m1phx1.jivehosted.com,dbvirtual
2848,completegenomics-eaedb.m1phx1.jivehosted.com,dbeae
2849,completegenomics-uat-wa02.m1phx1.jivehosted.com,webapp
2849,completegenomics-uat-eae01.m1phx1.jivehosted.com,eaeservice
2849,completegenomics-uat-cs01.m1phx1.jivehosted.com,cache
2849,completegenomics-uat-eaedb.m1phx1.jivehosted.com,dbeae
2849,completegenomics-uat-db.m1phx1.jivehosted.com,dbvirtual
2849,completegenomics-uat-wa01.m1phx1.jivehosted.com,webapp
2855,apa-cs01.m1phx1.jivehosted.com,cache
2855,apa-db.m1phx1.jivehosted.com,dbvirtual
2855,apa-wa02.m1phx1.jivehosted.com,webapp
2855,apa-wa01.m1phx1.jivehosted.com,webapp
2861,bmgatesfoundation-wa02.m1phx1.jivehosted.com,webapp
2861,bmgatesfoundation-cs01.m1phx1.jivehosted.com,cache
2861,bmgatesfoundation-wa01.m1phx1.jivehosted.com,webapp
2861,bmgatesfoundation-db.m1phx1.jivehosted.com,dbvirtual
2861,bmgatesfoundation-eae01.m1phx1.jivehosted.com,eaeservice
2861,bmgatesfoundation-eaedb.m1phx1.jivehosted.com,dbeae
2862,bmgatesfoundation-uat-eae01.m1phx1.jivehosted.com,eaeservice
2862,bmgatesfoundation-uat-cs01.m1phx1.jivehosted.com,cache
2862,bmgatesfoundation-uat-db.m1phx1.jivehosted.com,dbvirtual
2862,bmgatesfoundation-uat-eaedb.m1phx1.jivehosted.com,dbeae
2862,bmgatesfoundation-uat-wa02.m1phx1.jivehosted.com,webapp
2862,bmgatesfoundation-uat-wa01.m1phx1.jivehosted.com,webapp
2863,boaemployee-wa02.m1phx1.jivehosted.com,webapp
2863,boaemployee-cs01.m1phx1.jivehosted.com,cache
2863,boaemployee-eae01.m1phx1.jivehosted.com,eaeservice
2863,boaemployee-wa01.m1phx1.jivehosted.com,webapp
2863,boaemployee-db.m1phx1.jivehosted.com,dbvirtual
2863,boaemployee-eaedb.m1phx1.jivehosted.com,dbeae
2864,boaemployee-uat-wa01.m1phx1.jivehosted.com,webapp
2864,boaemployee-uat-wa02.m1phx1.jivehosted.com,webapp
2864,boaemployee-uat-cs01.m1phx1.jivehosted.com,cache
2864,boaemployee-uat-eaedb.m1phx1.jivehosted.com,dbeae
2864,boaemployee-uat-eae01.m1phx1.jivehosted.com,eaeservice
2864,boaemployee-uat-db.m1phx1.jivehosted.com,dbvirtual
2866,sungard-usergroup-wa01.m1phx1.jivehosted.com,webapp
2866,sungard-usergroup-db.m1phx1.jivehosted.com,dbvirtual
2866,sungard-usergroup-cs01.m1phx1.jivehosted.com,cache
2866,sungard-usergroup-wa02.m1phx1.jivehosted.com,webapp
2874,bridgepointeducation-wa02.m1phx1.jivehosted.com,webapp
2874,bridgepointeducation-db.m1phx1.jivehosted.com,dbvirtual
2874,bridgepointeducation-cs01.m1phx1.jivehosted.com,cache
2874,bridgepointeducation-eae01.m1phx1.jivehosted.com,eaeservice
2874,bridgepointeducation-wa01.m1phx1.jivehosted.com,webapp
2874,bridgepointeducation-eaedb.m1phx1.jivehosted.com,dbeae
2875,bridgepointeducation-uat-wa01.m1phx1.jivehosted.com,webapp
2875,bridgepointeducation-uat-cs01.m1phx1.jivehosted.com,cache
2875,bridgepointeducation-uat-eaedb.m1phx1.jivehosted.com,dbeae
2875,bridgepointeducation-uat-wa02.m1phx1.jivehosted.com,webapp
2875,bridgepointeducation-uat-eae01.m1phx1.jivehosted.com,eaeservice
2875,bridgepointeducation-uat-db.m1phx1.jivehosted.com,dbvirtual
2879,inmobi-jc-t01.m1phx1.jivehosted.com,thunder
2882,or-jc-t01.m1phx1.jivehosted.com,thunder
2891,isf-cs01.sgtc2vmhosted.jiveland.com,cache
2891,isf-eae01.sgtc2vmhosted.jiveland.com,eaeservice
2891,isf-wa01.sgtc2vmhosted.jiveland.com,webapp
2891,isf-wa02.sgtc2vmhosted.jiveland.com,webapp
2891,isf-db.sgtc2vmhosted.jiveland.com,dbvirtual
2891,isf-eaedb.sgtc2vmhosted.jiveland.com,dbeae
2894,recyclebank-public-eaedb.m1phx1.jivehosted.com,dbeae
2894,recyclebank-public-wa02.m1phx1.jivehosted.com,webapp
2894,recyclebank-public-wa01.m1phx1.jivehosted.com,webapp
2894,recyclebank-public-db.m1phx1.jivehosted.com,dbvirtual
2894,recyclebank-public-eae01.m1phx1.jivehosted.com,eaeservice
2894,recyclebank-public-cs01.m1phx1.jivehosted.com,cache
2895,recyclebank-public-uat-wa01.m1phx1.jivehosted.com,webapp
2895,recyclebank-public-uat-eae01.m1phx1.jivehosted.com,eaeservice
2895,recyclebank-public-uat-cs01.m1phx1.jivehosted.com,cache
2895,recyclebank-public-uat-eaedb.m1phx1.jivehosted.com,dbeae
2895,recyclebank-public-uat-db.m1phx1.jivehosted.com,dbvirtual
2895,recyclebank-public-uat-wa02.m1phx1.jivehosted.com,webapp
2897,sprout-wa02.m1phx1.jivehosted.com,webapp
2897,sprout-db.m1phx1.jivehosted.com,dbvirtual
2897,sprout-eaedb.m1phx1.jivehosted.com,dbeae
2897,sprout-cs01.m1phx1.jivehosted.com,cache
2897,sprout-eae01.m1phx1.jivehosted.com,eaeservice
2897,sprout-wa01.m1phx1.jivehosted.com,webapp
2898,sprout-uat-wa01.m1phx1.jivehosted.com,webapp
2898,sprout-uat-eae01.m1phx1.jivehosted.com,eaeservice
2898,sprout-uat-cs01.m1phx1.jivehosted.com,cache
2898,sprout-uat-eaedb.m1phx1.jivehosted.com,dbeae
2898,sprout-uat-db.m1phx1.jivehosted.com,dbvirtual
2898,sprout-uat-wa02.m1phx1.jivehosted.com,webapp
2899,servicesource-wa02.m1phx1.jivehosted.com,webapp
2899,servicesource-wa01.m1phx1.jivehosted.com,webapp
2899,servicesource-db.m1phx1.jivehosted.com,dbvirtual
2899,servicesource-eaedb.m1phx1.jivehosted.com,dbeae
2899,servicesource-cs01.m1phx1.jivehosted.com,cache
2899,servicesource-eae01.m1phx1.jivehosted.com,eaeservice
2900,servicesource-uat-wa01.m1phx1.jivehosted.com,webapp
2900,servicesource-uat-wa02.m1phx1.jivehosted.com,webapp
2900,servicesource-uat-eae01.m1phx1.jivehosted.com,eaeservice
2900,servicesource-uat-cs01.m1phx1.jivehosted.com,cache
2900,servicesource-uat-eaedb.m1phx1.jivehosted.com,dbeae
2900,servicesource-uat-db.m1phx1.jivehosted.com,dbvirtual
2902,penn-foster-internal-wa02.m1phx1.jivehosted.com,webapp
2902,penn-foster-internal-eae01.m1phx1.jivehosted.com,eaeservice
2902,penn-foster-internal-wa01.m1phx1.jivehosted.com,webapp
2902,penn-foster-internal-eaedb.m1phx1.jivehosted.com,dbeae
2902,penn-foster-internal-db.m1phx1.jivehosted.com,dbvirtual
2902,penn-foster-internal-cs01.m1phx1.jivehosted.com,cache
2903,penn-foster-internal-uat-cs01.m1phx1.jivehosted.com,cache
2903,penn-foster-internal-uat-db.m1phx1.jivehosted.com,dbvirtual
2903,penn-foster-internal-uat-eaedb.m1phx1.jivehosted.com,dbeae
2903,penn-foster-internal-uat-eae01.m1phx1.jivehosted.com,eaeservice
2903,penn-foster-internal-uat-wa01.m1phx1.jivehosted.com,webapp
2903,penn-foster-internal-uat-wa02.m1phx1.jivehosted.com,webapp
2908,ltpulse-phx-db.m1phx1.jivehosted.com,dbvirtual
2908,ltpulse-phx-wa02.m1phx1.jivehosted.com,webapp
2908,ltpulse-phx-wa01.m1phx1.jivehosted.com,webapp
2908,ltpulse-phx-eae01.m1phx1.jivehosted.com,eaeservice
2908,ltpulse-phx-cs01.m1phx1.jivehosted.com,cache
2908,ltpulse-phx-eaedb.m1phx1.jivehosted.com,dbeae
2909,ltpulse-phx-uat-wa02.m1phx1.jivehosted.com,webapp
2909,ltpulse-phx-uat-db.m1phx1.jivehosted.com,dbvirtual
2909,ltpulse-phx-uat-eaedb.m1phx1.jivehosted.com,dbeae
2909,ltpulse-phx-uat-cs01.m1phx1.jivehosted.com,cache
2909,ltpulse-phx-uat-eae01.m1phx1.jivehosted.com,eaeservice
2909,ltpulse-phx-uat-wa01.m1phx1.jivehosted.com,webapp
2923,webtrends-developer-vm-db.m1phx1.jivehosted.com,dbvirtual
2923,webtrends-developer-vm-cs01.m1phx1.jivehosted.com,cache
2923,webtrends-developer-vm-wa01.m1phx1.jivehosted.com,webapp
2923,webtrends-developer-vm-wa02.m1phx1.jivehosted.com,webapp
2933,lafarge-test-jc-t01.m1phx1.jivehosted.com,thunder
2945,allstate-agency-wa02.m1phx1.jivehosted.com,webapp
2945,allstate-agency-wa01.m1phx1.jivehosted.com,webapp
2945,allstate-agency-cs01.m1phx1.jivehosted.com,cache
2945,allstate-agency-db.m1phx1.jivehosted.com,dbvirtual
2948,allrecipes-jc-t01.m1phx1.jivehosted.com,thunder
2972,netapp-vm-wa01.m1phx1.jivehosted.com,webapp
2972,netapp-vm-wa02.m1phx1.jivehosted.com,webapp
2972,netapp-vm-cs01.m1phx1.jivehosted.com,cache
2972,netapp-vm-db.m1phx1.jivehosted.com,dbvirtual
2977,cubeware-jc-t01.m1phx1.jivehosted.com,thunder
2984,iovation-jc-t01.m1phx1.jivehosted.com,thunder
3009,repwireless-wa01.m1phx1.jivehosted.com,webapp
3009,repwireless-cs01.m1phx1.jivehosted.com,cache
3009,repwireless-eaedb.m1phx1.jivehosted.com,dbeae
3009,repwireless-db.m1phx1.jivehosted.com,dbvirtual
3009,repwireless-wa02.m1phx1.jivehosted.com,webapp
3009,repwireless-eae01.m1phx1.jivehosted.com,eaeservice
3010,repwireless-uat-wa02.m1phx1.jivehosted.com,webapp
3010,repwireless-uat-wa01.m1phx1.jivehosted.com,webapp
3010,repwireless-uat-eae01.m1phx1.jivehosted.com,eaeservice
3010,repwireless-uat-cs01.m1phx1.jivehosted.com,cache
3010,repwireless-uat-eaedb.m1phx1.jivehosted.com,dbeae
3010,repwireless-uat-db.m1phx1.jivehosted.com,dbvirtual
3012,recyclebankemp-db.m1phx1.jivehosted.com,dbvirtual
3012,recyclebankemp-eaedb.m1phx1.jivehosted.com,dbeae
3012,recyclebankemp-cs01.m1phx1.jivehosted.com,cache
3012,recyclebankemp-eae01.m1phx1.jivehosted.com,eaeservice
3012,recyclebankemp-wa01.m1phx1.jivehosted.com,webapp
3012,recyclebankemp-wa02.m1phx1.jivehosted.com,webapp
3042,emcrsa-wa02.m1phx1.jivehosted.com,webapp
3042,emcrsa-db.m1phx1.jivehosted.com,dbvirtual
3042,emcrsa-wa01.m1phx1.jivehosted.com,webapp
3042,emcrsa-cs01.m1phx1.jivehosted.com,cache
3043,demandware-phx-eae01.m1phx1.jivehosted.com,eaeservice
3043,demandware-phx-db.m1phx1.jivehosted.com,dbvirtual
3043,demandware-phx-cs01.m1phx1.jivehosted.com,cache
3043,demandware-phx-eaedb.m1phx1.jivehosted.com,dbeae
3043,demandware-phx-wa01.m1phx1.jivehosted.com,webapp
3043,demandware-phx-wa02.m1phx1.jivehosted.com,webapp
3045,demandware-phx-uat-wa02.m1phx1.jivehosted.com,webapp
3045,demandware-phx-uat-wa01.m1phx1.jivehosted.com,webapp
3045,demandware-phx-uat-eae01.m1phx1.jivehosted.com,eaeservice
3045,demandware-phx-uat-db.m1phx1.jivehosted.com,dbvirtual
3045,demandware-phx-uat-cs01.m1phx1.jivehosted.com,cache
3045,demandware-phx-uat-eaedb.m1phx1.jivehosted.com,dbeae
3047,mit-phx-eae01.m1phx1.jivehosted.com,eaeservice
3047,mit-phx-cs01.m1phx1.jivehosted.com,cache
3047,mit-phx-wa02.m1phx1.jivehosted.com,webapp
3047,mit-phx-db.m1phx1.jivehosted.com,dbvirtual
3047,mit-phx-eaedb.m1phx1.jivehosted.com,dbeae
3047,mit-phx-wa01.m1phx1.jivehosted.com,webapp
3048,mit-phx-uat-eae01.m1phx1.jivehosted.com,eaeservice
3048,mit-phx-uat-db.m1phx1.jivehosted.com,dbvirtual
3048,mit-phx-uat-eaedb.m1phx1.jivehosted.com,dbeae
3048,mit-phx-uat-cs01.m1phx1.jivehosted.com,cache
3048,mit-phx-uat-wa01.m1phx1.jivehosted.com,webapp
3048,mit-phx-uat-wa02.m1phx1.jivehosted.com,webapp
3060,mcafee-ext-vm-cs01.m1phx1.jivehosted.com,cache
3060,mcafee-ext-vm-wa01.m1phx1.jivehosted.com,webapp
3060,mcafee-ext-vm-wa02.m1phx1.jivehosted.com,webapp
3060,mcafee-ext-vm-db.m1phx1.jivehosted.com,dbvirtual
3062,live-nation-vm-cs01.m1phx1.jivehosted.com,cache
3062,live-nation-vm-wa02.m1phx1.jivehosted.com,webapp
3062,live-nation-vm-wa01.m1phx1.jivehosted.com,webapp
3062,live-nation-vm-db.m1phx1.jivehosted.com,dbvirtual
3065,meng-wa01.m1phx1.jivehosted.com,webapp
3065,meng-db.m1phx1.jivehosted.com,dbvirtual
3065,meng-cs01.m1phx1.jivehosted.com,cache
3065,meng-wa02.m1phx1.jivehosted.com,webapp
3082,prudentialphx-wa02.m1phx1.jivehosted.com,webapp
3082,prudentialphx-eaedb.m1phx1.jivehosted.com,dbeae
3082,prudentialphx-cs01.m1phx1.jivehosted.com,cache
3082,prudentialphx-db.m1phx1.jivehosted.com,dbvirtual
3082,prudentialphx-eae01.m1phx1.jivehosted.com,eaeservice
3082,prudentialphx-wa01.m1phx1.jivehosted.com,webapp
3083,prudentialphx-uat-db.m1phx1.jivehosted.com,dbvirtual
3083,prudentialphx-uat-cs01.m1phx1.jivehosted.com,cache
3083,prudentialphx-uat-eaedb.m1phx1.jivehosted.com,dbeae
3083,prudentialphx-uat-wa02.m1phx1.jivehosted.com,webapp
3083,prudentialphx-uat-wa01.m1phx1.jivehosted.com,webapp
3083,prudentialphx-uat-eae01.m1phx1.jivehosted.com,eaeservice
3088,bandwidth-phx-db.m1phx1.jivehosted.com,dbvirtual
3088,bandwidth-phx-eaedb.m1phx1.jivehosted.com,dbeae
3088,bandwidth-phx-wa02.m1phx1.jivehosted.com,webapp
3088,bandwidth-phx-wa01.m1phx1.jivehosted.com,webapp
3088,bandwidth-phx-cs01.m1phx1.jivehosted.com,cache
3088,bandwidth-phx-eae01.m1phx1.jivehosted.com,eaeservice
3089,bandwidth-phx-uat-eae01.m1phx1.jivehosted.com,eaeservice
3089,bandwidth-phx-uat-wa01.m1phx1.jivehosted.com,webapp
3089,bandwidth-phx-uat-wa02.m1phx1.jivehosted.com,webapp
3089,bandwidth-phx-uat-db.m1phx1.jivehosted.com,dbvirtual
3089,bandwidth-phx-uat-cs01.m1phx1.jivehosted.com,cache
3089,bandwidth-phx-uat-eaedb.m1phx1.jivehosted.com,dbeae
3138,thunder613.m1phx1.jivehosted.com,thunder
3146,thunder619.m1phx1.jivehosted.com,thunder
3149,thunder642.m1phx1.jivehosted.com,thunder
3165,thunder682.m1phx1.jivehosted.com,thunder
3174,christscientists-ext-prod-wa02.m1phx1.jivehosted.com,webapp
3174,christscientists-ext-prod-db.m1phx1.jivehosted.com,dbvirtual
3174,christscientists-ext-prod-wa01.m1phx1.jivehosted.com,webapp
3174,christscientists-ext-prod-cs01.m1phx1.jivehosted.com,cache
3175,quest-software-int-prod-wa02.m1phx1.jivehosted.com,webapp
3175,quest-software-int-prod-wa01.m1phx1.jivehosted.com,webapp
3175,quest-software-int-prod-cs01.m1phx1.jivehosted.com,cache
3175,quest-software-int-prod-db.m1phx1.jivehosted.com,dbvirtual
3181,iovation-cust-eae01.m1phx1.jivehosted.com,eaeservice
3181,iovation-cust-db.m1phx1.jivehosted.com,dbvirtual
3181,iovation-cust-eaedb.m1phx1.jivehosted.com,dbeae
3181,iovation-cust-cs01.m1phx1.jivehosted.com,cache
3181,iovation-cust-wa01.m1phx1.jivehosted.com,webapp
3181,iovation-cust-wa02.m1phx1.jivehosted.com,webapp
3182,iovation-cust-uat-wa02.m1phx1.jivehosted.com,webapp
3182,iovation-cust-uat-wa01.m1phx1.jivehosted.com,webapp
3182,iovation-cust-uat-eaedb.m1phx1.jivehosted.com,dbeae
3182,iovation-cust-uat-db.m1phx1.jivehosted.com,dbvirtual
3182,iovation-cust-uat-eae01.m1phx1.jivehosted.com,eaeservice
3182,iovation-cust-uat-cs01.m1phx1.jivehosted.com,cache
3187,thunder676.m1phx1.jivehosted.com,thunder
3188,thunder677.m1phx1.jivehosted.com,thunder
3190,cameron-db.m1phx1.jivehosted.com,dbvirtual
3190,cameron-wa01.m1phx1.jivehosted.com,webapp
3190,cameron-eae01.m1phx1.jivehosted.com,eaeservice
3190,cameron-cs01.m1phx1.jivehosted.com,cache
3190,cameron-eaedb.m1phx1.jivehosted.com,dbeae
3190,cameron-wa02.m1phx1.jivehosted.com,webapp
3192,cameron-uat-wa02.m1phx1.jivehosted.com,webapp
3192,cameron-uat-wa01.m1phx1.jivehosted.com,webapp
3192,cameron-uat-eae01.m1phx1.jivehosted.com,eaeservice
3192,cameron-uat-db.m1phx1.jivehosted.com,dbvirtual
3192,cameron-uat-cs01.m1phx1.jivehosted.com,cache
3192,cameron-uat-eaedb.m1phx1.jivehosted.com,dbeae
3193,zenoss-vm-wa01.m1phx1.jivehosted.com,webapp
3193,zenoss-vm-wa02.m1phx1.jivehosted.com,webapp
3193,zenoss-vm-db.m1phx1.jivehosted.com,dbvirtual
3193,zenoss-vm-cs01.m1phx1.jivehosted.com,cache
3194,clinton-global-initiative-db.m1phx1.jivehosted.com,dbvirtual
3194,clinton-global-initiative-cs01.m1phx1.jivehosted.com,cache
3194,clinton-global-initiative-wa01.m1phx1.jivehosted.com,webapp
3194,clinton-global-initiative-wa02.m1phx1.jivehosted.com,webapp
3195,publicprivateventures-wa02.m1phx1.jivehosted.com,webapp
3195,publicprivateventures-db.m1phx1.jivehosted.com,dbvirtual
3195,publicprivateventures-cs01.m1phx1.jivehosted.com,cache
3195,publicprivateventures-wa01.m1phx1.jivehosted.com,webapp
3201,thunder703.m1phx1.jivehosted.com,thunder
